,0.029,-8.223,RfN,,25.7,,,Barnard's Merope Nebula,,Tau,,
,-0.028,-35.741,G,14.9,1.1,0.8,165,,,Eri,Sab,23.4
,0.049,46.848,PN,11.9,0.1,,,,,Per,,
,0.001,-43.779,G,15.7,0.7,0.5,119,,,Eri,S0-a,23.7
,0.090,34.580,Neb,,182.0,30.2,,,,Tau,,
,0.015,-2.701,Neb,,128.8,,,,,Tau,,
,-0.003,-3.173,G,15.4,0.7,0.6,161,,,Tau,Sc,23.2
,0.234,49.838,G,10.2,4.0,3.7,90,,,Cam,Sb,23.3
,-0.068,-47.653,G,14.6,0.9,0.6,147,,,Tau,SBb,22.9
,-0.000,-2.264,G,15.2,1.2,0.3,63,,,Tau,S0,24.2
,0.146,7.807,G,15.4,1.3,1.3,105,,,Tau,E,24.8
,-0.057,-1.571,Neb,,180.0,100.0,,,,Tau,,
,0.163,32.118,OCl,11.7,7.2,,,,,Cam,,
,-0.036,-70.449,G,14.2,1.8,1.0,5,,,Eri,E,24.2
,0.037,15.233,G,15.2,0.3,0.3,25,,,Tau,E,
,0.004,0.156,G,15.3,0.8,0.5,72,,,Tau,S0-a,23.5
,0.002,0.159,G,14.8,0.9,0.6,34,,,Tau,S0-a,23.3
,0.007,-0.988,G,15.7,0.3,0.2,20,,,Tau,E,22.1
,0.017,-17.141,G,14.5,1.7,0.6,140,,,Eri,E-S0,24.3
,0.034,2.166,G,15.1,1.0,0.8,164,,,Eri,S0,23.6
,0.012,0.825,G,15.4,0.8,0.8,35,,,Eri,S0,23.5
,0.009,2.395,G,14.9,1.0,0.9,123,,,Eri,Sc,23.6
1,0.101,4.385,G,15.3,1.0,0.5,30,,,Eri,S0-a,23.9
,0.011,0.140,G,15.0,1.0,0.8,109,,,Eri,S0-a,23.6
,0.030,21.504,G,15.8,0.2,0.2,80,,,Tau,S0-a,21.3
,-0.024,-29.608,G,15.2,0.8,0.5,59,,,Eri,SBb,23.3
,0.002,0.541,G,16.1,0.6,0.5,50,,,Eri,,23.6
,0.001,-0.022,G,14.8,1.0,0.8,99,,,Eri,E,23.7
,0.003,0.155,G,15.6,0.8,0.5,69,,,Eri,E-S0,23.7
,0.007,5.062,G,14.7,0.9,0.8,35,,,Eri,SABb,23.3
,-0.003,-5.689,G,15.2,0.8,0.5,75,,,Eri,SABb,23.1
1,0.104,3.408,G,13.5,2.0,1.2,173,,,Eri,SABc,23.3
,0.017,19.412,G,15.6,0.6,0.6,36,,,Tau,E-S0,23.4
,0.006,-17.732,G,15.1,0.5,0.5,94,,,Eri,E,
,0.004,0.742,G,15.4,1.1,0.6,107,,,Eri,S0,24.2
1,0.037,0.011,G,13.0,1.6,1.1,84,,,Eri,SABc,23.3
,0.002,-0.220,GPair,,1.0,,,,,Eri,,
,0.002,-0.005,G,15.1,1.1,0.8,20,,,Eri,E-S0,23.8
,0.001,0.105,G,15.5,1.1,0.4,35,,,Eri,S0-a,24.3
,0.255,85.395,G,12.7,1.4,1.3,25,,,Cam,Sc,22.4
,-0.182,-74.683,G,13.5,1.4,1.0,168,,,Ori,S0,23.0
,0.024,-19.031,G,14.9,0.8,0.8,7,,,Eri,E,23.3
2,0.168,83.848,G,13.1,2.4,1.4,86,,,Cam,Sbc,23.2
1,0.004,-76.103,G,,1.2,0.3,2,,,Eri,SBbc,
,0.059,3.491,G,14.8,0.5,0.5,81,,,Eri,IAB,22.7
,0.034,-11.530,G,16.7,1.6,0.2,117,,,Lep,,
,0.009,5.742,G,13.9,1.8,0.6,55,,,Eri,SBb,23.2
,0.032,0.970,G,14.4,1.3,0.6,146,,,Eri,SABc,23.0
1,0.118,18.862,G,15.5,0.7,0.5,130,,,Ori,S0-a,
,0.053,24.601,Neb,10.0,50.0,30.0,,Flaming Star Nebula,,Aur,,
1,0.020,-49.879,G,14.2,1.9,0.4,164,,,Lep,Sc,
,0.034,-9.541,G,13.8,1.9,1.0,162,,,Lep,S0,24.0
,-0.003,28.382,GPair,,0.9,0.7,19,,,Ori,E,23.6
,0.052,30.049,Neb,,40.0,30.0,,,,Aur,,
,-0.039,-58.692,G,14.1,1.4,1.0,129,,,Lep,S0,23.5
,0.027,28.811,G,14.6,1.2,0.7,0,,,Ori,Sab,23.4
,0.000,-0.004,G,14.7,1.1,0.8,140,,,Ori,S0,23.6
,-0.001,-0.140,G,14.4,0.6,0.4,140,,,Ori,E,22.6
,-0.009,-18.885,G,15.4,0.8,0.6,148,,,Lep,,
,0.043,-1.717,G,13.9,1.4,0.7,71,,,Lep,SBc,
,0.069,51.684,HII,,13.0,10.0,,,,Aur,,
,-0.010,-47.121,PN,9.4,0.2,,,,,Lep,,
1,0.078,8.192,Neb,,6.0,,,,,Ori,,
,-0.000,-3.413,G,12.6,3.0,2.2,108,,,Ori,Sbc,
,0.002,-9.306,G,,1.0,0.9,130,,,Lep,E,
,0.018,16.609,Neb,,6.0,3.5,90,,,Ori,,
,0.004,0.202,Neb,,2.5,1.7,,,,Ori,,
1,0.049,0.115,Neb,,10.0,3.0,,,,Ori,,
,-0.004,-6.318,Neb,,,,,,,Ori,,
,0.002,0.164,Neb,,,,,,,Ori,,
,0.032,-0.589,Neb,,,,,,,Ori,,
,0.004,-0.042,Neb,14.4,11.0,,,,,Ori,,
,0.028,5.620,RfN,,8.0,5.0,,,,Ori,,
,0.011,-0.044,RfN,,10.0,10.0,,,,Ori,,
,-0.007,-10.159,G,,1.4,1.1,138,,,Lep,E,
